Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_002585.1.pdb,59,57,11,130,82,39,22
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_002960.1.pdb,27,26,6,37,59,18,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_000392.1.pdb,84,92,15,229,98,42,77
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_002158.1.pdb,71,76,19,376,98,25,60
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_001736.1.pdb,66,71,14,209,89,23,51
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_000429.1.pdb,31,30,3,11,39,21,0
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_002992.1.pdb,30,30,4,14,38,17,0
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_002054.1.pdb,40,41,5,22,51,24,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001673.1.pdb,77,82,17,304,98,35,62
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000380.1.pdb,78,79,15,234,99,32,71
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000580.1.pdb,32,29,10,93,57,17,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001981.1.pdb,30,28,8,63,53,10,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_001806.1.pdb,72,77,16,249,87,29,80
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_001606.1.pdb,45,45,3,10,52,31,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_002293.1.pdb,66,71,14,192,86,40,51
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_000129.1.pdb,37,35,9,76,59,18,0
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_000893.1.pdb,39,40,5,27,47,29,0
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_002385.1.pdb,39,39,5,22,48,27,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_001134.1.pdb,65,59,14,209,97,40,24
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001466.1.pdb,77,79,11,113,95,49,76
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_000481.1.pdb,51,51,6,35,60,34,0
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000434.1.pdb,50,44,22,478,95,18,24
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_002118.1.pdb,58,56,16,249,82,36,39
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_000973.1.pdb,41,42,2,6,45,32,0
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_000875.1.pdb,28,28,4,13,35,18,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_002317.1.pdb,91,95,11,116,99,50,92
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_001639.1.pdb,48,48,9,79,67,18,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001267.1.pdb,41,42,8,58,57,27,0
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_002558.1.pdb,52,51,17,274,76,15,25
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_000495.1.pdb,70,79,22,504,97,15,62
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001268.1.pdb,62,60,9,81,77,49,24
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_003502.1.pdb,50,51,11,114,70,30,0
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000655.1.pdb,45,46,8,63,64,31,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_001871.1.pdb,52,52,7,47,74,37,1
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_002284.1.pdb,61,62,13,159,83,36,28
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_002540.1.pdb,46,39,20,385,85,14,16
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_000131.1.pdb,47,46,10,91,64,28,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_003282.1.pdb,68,64,13,175,97,41,29
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_000129.1.pdb,35,35,3,11,46,24,0
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_002912.1.pdb,84,87,11,116,99,43,92
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_002164.1.pdb,46,34,19,369,83,27,22
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_001426.1.pdb,41,33,20,384,94,18,14
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_000784.1.pdb,31,31,3,8,37,19,0
Haemonchus_contortus_hcontortus_chr1_Celeg_TT_arrow_pilon_002587.1.pdb,34,35,4,18,42,22,0
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000428.1.pdb,50,50,3,9,57,39,0
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_000165.1.pdb,77,82,15,227,98,35,71
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_000740.1.pdb,58,60,13,169,77,40,24
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000477.1.pdb,93,96,7,55,99,58,98
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_001709.1.pdb,50,47,8,69,71,40,3
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_000330.1.pdb,84,86,10,108,95,35,92
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001239.1.pdb,29,27,7,50,59,14,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_001291.1.pdb,36,31,14,204,76,10,2
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_000606.1.pdb,45,40,14,192,69,23,0
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_002976.1.pdb,91,93,7,49,99,64,98
Haemonchus_contortus_hcontortus_chr2_Celeg_TT_arrow_pilon_000205.1.pdb,63,68,23,544,96,18,48
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_000935.1.pdb,49,48,11,116,70,23,0
Haemonchus_contortus_hcontortus_chr4_Celeg_TT_arrow_pilon_002852.1.pdb,55,55,10,91,73,27,3
Haemonchus_contortus_hcontortus_chr5_Celeg_TT_arrow_pilon_001545.1.pdb,64,63,15,218,89,35,30
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_001726.1.pdb,25,25,4,17,38,12,0
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_001515.1.pdb,32,32,4,20,38,11,0
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_000903.1.pdb,76,84,20,390,97,18,72
Haemonchus_contortus_hcontortus_chrX_Celeg_TT_arrow_pilon_000917.1.pdb,61,68,17,285,82,10,46
Haemonchus_contortus_hcontortus_chr3_Celeg_TT_arrow_pilon_002297.1.pdb,26,26,3,11,34,15,0
