SSTP_0000000300	XLOC_010916	c
SSTP_0000000500	XLOC_005664	=
SSTP_0000000600	XLOC_008615	=
SSTP_0000000700	XLOC_009263	=
SSTP_0000000900	XLOC_009264	=
SSTP_0000001200	XLOC_009264	=
SSTP_0000001300	XLOC_010861	=
SSTP_0000001500	XLOC_010867	=
SSTP_0000001600	XLOC_010868	=
SSTP_0000001700	XLOC_010769	=
SSTP_0000001800	XLOC_010869	=
SSTP_0000001900	XLOC_010770	=
SSTP_0000002000	XLOC_010870	=
SSTP_0000002100	XLOC_010771	=
SSTP_0000002200	XLOC_010772	=
SSTP_0000002300	XLOC_010773	=
SSTP_0000002400	XLOC_010774	=
SSTP_0000002500	XLOC_010775	=
SSTP_0000002600	XLOC_010775	=
SSTP_0000002700	XLOC_010871	=
SSTP_0000002800	XLOC_010872	=
SSTP_0000002900	XLOC_010873	=
SSTP_0000003000	XLOC_010777	=
SSTP_0000003100	XLOC_010778	=
SSTP_0000003200	XLOC_010875	=
SSTP_0000003300	XLOC_010875	=
SSTP_0000003400	XLOC_010875	=
SSTP_0000003500	XLOC_010779	=
SSTP_0000003600	XLOC_010779	=
SSTP_0000003700	XLOC_010780	=
SSTP_0000003800	XLOC_010781	=
SSTP_0000003900	XLOC_010782	=
SSTP_0000004000	XLOC_010876	=
SSTP_0000004200	XLOC_010783	=
SSTP_0000004300	XLOC_010784	=
SSTP_0000004600	XLOC_008642	=
SSTP_0000005000	XLOC_009290	=
SSTP_0000005050	XLOC_008646	=
SSTP_0000005100	XLOC_009291	=
SSTP_0000006000	XLOC_008648	=
SSTP_0000006050	nbisL1-mrna-30	=
SSTP_0000006100	XLOC_008648	=
SSTP_0000006400	XLOC_008648	=
SSTP_0000007400	XLOC_005405	=
SSTP_0000007600	XLOC_005404	=
SSTP_0000007700	XLOC_007749	=
SSTP_0000007800	XLOC_005403	=
SSTP_0000007900	XLOC_007748	=
SSTP_0000008100	XLOC_007747	=
SSTP_0000008200	XLOC_005402	=
SSTP_0000008400	XLOC_005401	=
SSTP_0000008500	XLOC_005401	=
SSTP_0000008600	XLOC_005401	=
SSTP_0000008700	XLOC_007746	=
SSTP_0000008900	XLOC_007745	=
SSTP_0000009000	XLOC_005400	=
SSTP_0000009100	XLOC_005399	=
SSTP_0000009300	XLOC_007744	=
SSTP_0000009400	XLOC_005398	=
SSTP_0000009500	XLOC_007743	=
SSTP_0000009600	XLOC_005397	=
SSTP_0000009700	XLOC_007742	=
SSTP_0000009800	XLOC_005396	=
SSTP_0000009900	XLOC_005395	c
SSTP_0000010100	XLOC_007741	=
SSTP_0000010200	XLOC_005394	=
SSTP_0000010300	XLOC_005393	=
SSTP_0000010400	XLOC_007740	=
SSTP_0000010500	XLOC_007739	=
SSTP_0000010600	XLOC_007738	=
SSTP_0000010700	XLOC_007737	=
SSTP_0000010800	XLOC_005392	=
SSTP_0000010900	XLOC_005391	=
SSTP_0000011000	XLOC_005391	=
SSTP_0000011100	XLOC_007736	=
SSTP_0000011200	XLOC_007735	=
SSTP_0000011300	XLOC_005390	=
SSTP_0000011400	XLOC_005389	=
SSTP_0000011500	XLOC_007734	=
SSTP_0000011600	XLOC_007732	=
SSTP_0000011700	XLOC_007732	=
SSTP_0000011800	XLOC_007731	=
SSTP_0000011900	XLOC_005388	=
SSTP_0000012000	nbisL1-mrna-15	=
SSTP_0000012600	XLOC_007727	=
SSTP_0000012700	XLOC_005386	=
SSTP_0000012900	XLOC_005385	=
SSTP_0000013000	XLOC_007725	=
SSTP_0000013100	XLOC_005384	=
SSTP_0000013200	XLOC_007724	=
SSTP_0000013300	XLOC_007723	=
SSTP_0000013400	XLOC_005383	=
SSTP_0000013800	XLOC_007722	=
SSTP_0000013900	XLOC_005381	=
SSTP_0000014000	XLOC_007721	=
SSTP_0000014200	XLOC_007720	=
SSTP_0000014300	XLOC_005379	=
SSTP_0000014400	XLOC_005378	=
SSTP_0000014500	XLOC_007719	=
SSTP_0000014600	XLOC_007719	=
SSTP_0000014700	XLOC_007718	=
SSTP_0000014800	XLOC_005377	=
SSTP_0000014900	XLOC_007717	c
SSTP_0000015000	XLOC_007716	=
SSTP_0000015200	XLOC_007715	=
SSTP_0000015400	XLOC_007714	=
SSTP_0000015700	XLOC_005372	=
SSTP_0000015800	XLOC_007713	=
SSTP_0000015900	XLOC_005371	=
SSTP_0000016100	XLOC_007712	=
SSTP_0000016200	XLOC_005370	=
SSTP_0000016500	XLOC_005367	=
SSTP_0000016600	XLOC_005366	=
SSTP_0000016700	XLOC_005365	=
SSTP_0000016900	XLOC_005363	=
SSTP_0000017100	XLOC_005358	=
SSTP_0000017200	XLOC_005357	=
SSTP_0000017300	XLOC_007711	=
SSTP_0000017400	XLOC_005356	=
SSTP_0000017500	XLOC_007710	=
SSTP_0000017600	XLOC_005355	=
SSTP_0000017700	XLOC_005354	=
SSTP_0000017900	XLOC_005354	=
SSTP_0000018000	XLOC_005353	=
SSTP_0000018100	XLOC_007709	=
SSTP_0000018200	XLOC_007708	=
SSTP_0000018400	XLOC_007707	=
SSTP_0000018500	XLOC_007706	c
SSTP_0000018600	XLOC_007705	=
SSTP_0000018900	XLOC_007703	=
SSTP_0000019100	XLOC_005350	=
SSTP_0000019500	XLOC_005668	=
SSTP_0000019600	XLOC_008009	=
SSTP_0000019700	XLOC_003016	=
SSTP_0000019800	XLOC_001328	=
SSTP_0000019900	XLOC_001328	=
SSTP_0000020000	XLOC_003017	=
SSTP_0000020100	XLOC_003018	=
SSTP_0000020200	XLOC_003019	=
SSTP_0000020300	XLOC_001329	=
SSTP_0000020400	XLOC_001330	=
SSTP_0000020500	XLOC_001330	=
SSTP_0000020600	XLOC_003020	=
SSTP_0000020700	XLOC_003021	=
SSTP_0000020800	XLOC_001331	=
SSTP_0000020900	XLOC_003022	=
SSTP_0000021000	XLOC_001332	=
SSTP_0000021100	XLOC_003023	=
SSTP_0000021300	XLOC_001333	=
SSTP_0000021400	XLOC_001334	=
SSTP_0000021500	XLOC_001334	=
SSTP_0000021700	XLOC_003024	=
SSTP_0000021900	XLOC_001336	=
SSTP_0000022000	XLOC_003025	=
SSTP_0000022100	XLOC_001337	=
SSTP_0000022200	XLOC_001338	=
SSTP_0000022300	XLOC_001339	=
SSTP_0000022400	XLOC_001340	=
SSTP_0000022500	XLOC_001341	=
SSTP_0000022600	XLOC_001341	=
SSTP_0000022700	XLOC_003026	=
SSTP_0000022800	XLOC_001342	=
SSTP_0000023000	XLOC_003027	=
